created_at;id;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;geo;lang;user_id_str;conversation_id;conversation_id_str;media_url_https;media_type;username;annotate;
Wed May 24 04:42:44 +0000 2023;1.66123E+18;1.66123E+18;Pemerintah Pusat akan Bantu Perbaikan Jalan Rusak di Riau https://t.co/6JMwgOBklg;0;0;0;0;;in;1.51196E+18;1.66123E+18;1.66123E+18;;;siberriau;1;
Wed May 24 04:34:27 +0000 2023;1.66123E+18;1.66123E+18;Pak @ganjarpranowo nuwun Sewu Niki dalan kok mboten tersentuh perbaikan. Jalan Majalangu watukumpul Pemalang @ganjarpranowo @Mansur_hidayat_ @DPUTR_Pemalang @dpubmckjateng #Jalancantik #JatengGayeng #jalanrusak https://t.co/guonav1fgF;0;0;0;0;;in;9.20059E+17;1.66123E+18;1.66123E+18;https://pbs.twimg.com/media/Fw3fE9cacAA-bB1.jpg;photo;AnwarN507;1;
Wed May 24 04:36:05 +0000 2023;1.66123E+18;1.66123E+18;Pemerintah Pusat Turun Tangan Perbaiki 10 Ruas Jalan Rusak di Riau https://t.co/0hIGEYJUux;0;0;0;2;;in;456426648;1.66123E+18;1.66123E+18;;;merdekadotcom;1;
Wed May 24 04:29:40 +0000 2023;1.66123E+18;1.66123E+18;@kompascom APBD prov Sumut belasan Triliun/thn.. harusnya slama 5thn menjabat sdh ada alokasi minimal 1-2T/thn..jd bisa selesai itu jalan rusak slama periode ..tp gimana yah..kemungkinan auto pilot tanpa strategi jelas? jd amblas APBD nya??;0;0;0;4;;in;51339152;1.66119E+18;1.66119E+18;;;Mingfan35;1;
Wed May 24 05:03:44 +0000 2023;1.66124E+18;1.66124E+18;@kompascom Ayo pak, kirim jeruk ke istana, agar diperbaiki jalan nya yg rusak... 🤣;0;0;0;0;;in;1.02168E+18;1.66119E+18;1.66119E+18;;;darenboys23;1;
Mon May 22 14:05:00 +0000 2023;1.66065E+18;1.66065E+18;Tangkis Kritik Anies JK AHY, Faldo Maldini: Kepuasan Rakyat ke Jokowi Tinggi, Capai 82 Persen!\nhttps://t.co/aQOkJh78BW;59;589;23;130;;in;1.2438E+18;1.66065E+18;1.66065E+18;;;democrazymedia;1;
Wed May 24 02:37:07 +0000 2023;1.6612E+18;1.6612E+18;Jalan bagus alus malah di rusak di gempur buat bikin got, pdhl dulu udh prnh huftt gtw deh heran bngt gw anj sebel bngt. Mau keluar jdi ssh tanah merah jeblok smua njing;0;0;0;0;;in;1.18952E+18;1.6612E+18;1.6612E+18;;;segotiwulll;0;
Wed May 24 02:55:50 +0000 2023;1.6612E+18;1.6612E+18;@msaid_didu Hidup dilaut aja du, klo takut jalan rusak karna dipakai rakyat.;0;0;0;0;;in;1.2815E+18;1.66115E+18;1.66115E+18;;;mr_lundu;0;
Wed May 24 03:42:49 +0000 2023;1.66122E+18;1.66122E+18;Presiden Jokowi: Jangan Sampai Jalur Logistik dan Jalan Produksi Rusak Parah https://t.co/PLIF0o4Nz5\n\n@jokowi @KemenPU https://t.co/HezvUqAxjI;0;0;0;0;;in;9.86442E+17;1.66122E+18;1.66122E+18;https://pbs.twimg.com/media/Fw3TRipaAAA4wQc.jpg;photo;infokabinetID;1;
Wed May 24 03:53:05 +0000 2023;1.66122E+18;1.66122E+18;@kompascom Kalau utk sekedar mengitung estimasi biaya yg dibutuhkan utk perbaikan 13rb km jalan provinsi yg rusak, konsultan biasapun bisa itu Pak Gubsu. Sebagai pemimpin seharusnya Bapak  memberi pernyataan mengenai startegy pelaksanaan, urutan prioritas;0;0;2;8;;in;1616266574;1.66119E+18;1.66119E+18;;;civilizedcities;1;
Wed May 24 03:06:48 +0000 2023;1.66121E+18;1.66121E+18;Sekilas tentang tender jalan rusak #lampung https://t.co/0vZVIGK55S;0;0;0;1;;in;1.64025E+18;1.66121E+18;1.66121E+18;https://pbs.twimg.com/media/Fw3LCqEagAUUI2Q.jpg;photo;sudutsipiltwit;1;
Wed May 24 02:48:46 +0000 2023;1.6612E+18;1.6612E+18;@LawanKedzoliman @PartaiSocmed Penyepong rizik tolol, bisa bedakan mana jalan nasional dan provinsi? Yg rusak itu bagian dr jalan provinsi dibawah tanggung jawab gubernur, anggaran dr apbd. Klo yg rusak jalan nasional silahkan bacot. Cari tahu dulu sebelu;0;1;0;5;;in;1.17203E+18;1.66089E+18;1.66089E+18;;;SergioRamos3210;1;
Wed May 24 03:41:05 +0000 2023;1.66122E+18;1.66122E+18;@Ronnie_Rusli @beautydyah Mestinya sebutkan secara rinci berapa puluh kilometer jalan aspal yg mulus dan berapa puluh ribuan kilometer jalan yg rusak  parag, berlobang dan berlumpur spy lebih meyakinkan posting videonya seperti jalan rusak dilampung jgn h;0;0;1;0;;in;1.03625E+18;1.66088E+18;1.66088E+18;;;asry_hagendas;1;
Wed May 24 04:20:55 +0000 2023;1.66123E+18;1.66123E+18;Pemko Kembali Panggil Kontraktor Soal Komitmen Perbaiki Jalan Rusak Akibat IPAL\nhttps://t.co/MFsJtFJ4yf;0;0;0;0;;in;1.54182E+18;1.66123E+18;1.66123E+18;;;RiaupagiSurya;1;
Wed May 24 03:08:34 +0000 2023;1.66121E+18;1.66121E+18;@tvOneNews Yang jelas, mau ngomong apa, tapiiiiii...\nJalan dikampung saya yang jauh di udik,  yang puluhan tahun rusak, sempittttt...\nDizaman Rezim ini... menjadi mulus dan lebarrrrr...\n\nMantap oak Jokowi...👍👍👍 https://t.co/uRwVaPddup;0;0;0;1;;in;1.54213E+18;1.6606E+18;1.6606E+18;https://pbs.twimg.com/ext_tw_video_thumb/1661198924563226628/pu/img/B-6uU95WdTgpeji2.jpg;photo;CannelKreator;0;
Wed May 24 04:19:26 +0000 2023;1.66123E+18;1.66123E+18;@TaufikDamas Udah terlalu ruwet mikirin jalan rusak....😁. Katanya pusing,tp kok antri yg nyalon+nyapres ya,Yai?;0;0;0;0;;in;1.22766E+18;1.66104E+18;1.66104E+18;;;amri_mulyono;0;
Wed May 24 03:03:19 +0000 2023;1.66121E+18;1.66121E+18;kasian jokowi lama2 muter Indonesia cm gr gr jalan rusak aj;0;0;0;0;;in;1.3826E+18;1.66121E+18;1.66121E+18;;;lovepotionsoty;0;
Wed May 24 03:12:58 +0000 2023;1.66121E+18;1.66121E+18;@eszthau @msaid_didu Anda tuh memang ngehe lo tau enggak kalau jalan rusak para petani itu ngangkut hasil panen dengan jalan kaki ngehe lo;0;0;0;1;;in;8.30966E+17;1.66115E+18;1.66115E+18;;;munaf_mukidi;0;
Wed May 24 03:53:00 +0000 2023;1.66122E+18;1.66122E+18;Bbm mahal ,jalan rusak banyak ,surepre  abal2 ,;0;0;0;0;;in;1.13088E+18;1.66122E+18;1.66122E+18;;;Darismanselalu;0;
Wed May 24 03:55:19 +0000 2023;1.66122E+18;1.66122E+18;Jalan Lingkar Jatigede Darmaraja-Sumedang Rusak, Jebol Tanggul Selokan Perparah Jalan Blok Lingkar Sukapura.\n\nhttps://t.co/YvxeyOWAAH;0;0;0;0;;in;1.56402E+18;1.66122E+18;1.66122E+18;;;tinewssofficial;1;
Wed May 24 04:06:33 +0000 2023;1.66122E+18;1.66122E+18;@AnakLolina2 @tifsembiring kalo ada jalan rusak parah, yang terbaik itu menghindar;0;0;0;1;;in;1.16765E+18;1.66098E+18;1.66098E+18;;;MsFirdaus5;1;
Wed May 24 02:49:26 +0000 2023;1.6612E+18;1.6612E+18;awal bulan lalu tuh yg nomor 3 punya gue sampe rusak alias mesin nyala tp engk bisa jalan😭👍;0;0;0;0;;in;1.44103E+18;1.6612E+18;1.6612E+18;;;bbangk_yu;0;
Tue May 23 06:11:54 +0000 2023;1.66089E+18;1.66089E+18;BACOT!! https://t.co/EUYNQqMnYQ;134;368;886;5284;;en;869327120;1.66089E+18;1.66089E+18;https://pbs.twimg.com/media/FwyrzdfWcAEWU4x.jpg;photo;PartaiSocmed;0;
Tue May 23 06:47:35 +0000 2023;1.6609E+18;1.6609E+18;Buat cewe-cewe nih, panduan simple banget buat perawatan motor.\n\nJadi biar nggak “iya iya” aja pas di bengkel tiba tiba tagihannya banyak.\n\nCr: tiktok furedydes13 https://t.co/TsCGVhn2jQ;2031;1053;19652;67845;;in;1572072290;1.6609E+18;1.6609E+18;https://pbs.twimg.com/media/Fwyz_IraYAABbgf.jpg;photo;sukaskincarean;0;
Wed May 24 04:09:13 +0000 2023;1.66122E+18;1.66122E+18;@tartgliajx kalo keyboard itu dlu krna sambil main di kasur, kasusnya sama pas hp gue rusak gue mainan laptop jadi keseringan gitu deh. kalo hp itu pas bgt lagi main hsr pas jalan kesenggol gagang pintu jatuhnya layar lgsg ke lantai jd gitu deh;0;1;0;0;;in;9.97721E+17;1.66122E+18;1.66122E+18;;;jingyxuan;0;
Wed May 24 03:36:52 +0000 2023;1.66121E+18;1.66121E+18;Momen Ketika Pratama Arhan Menyampaikan Kepada Ganjar Soal Jalan Rusak Di Blora Dan Minta Untuk Diperbaiki #blora #jalan #jalanrusak #bupati #bupatiblora #arhan #pratamaarhan #ganjar https://t.co/noPgME5cYi;0;0;1;6;;in;1.64455E+18;1.66121E+18;1.66121E+18;https://pbs.twimg.com/ext_tw_video_thumb/1661214548425322501/pu/img/2RcMs5b-cIMQtrqj.jpg;photo;BeritaViral23;0;
Wed May 24 01:49:09 +0000 2023;1.66119E+18;1.66119E+18;@tvOneNews Kepala desa, camat, bupati cepat bergerak. Anggota DPRD-nya tanggap. Dinas Kesehatannya cepat bertindak. Di wilayah lain silakan data masyarakat yg perlu dibantu seperti ini. Jngn smpe terjadi lg, demi kemanusiaan. Jalan rusak sj dibantu oleh n;0;0;0;3;;in;1.43228E+18;1.6611E+18;1.6611E+18;;;masnaryomadu;1;
Wed May 24 01:03:43 +0000 2023;1.66118E+18;1.66118E+18;@AsusAsu21483489 @Masboy29888001 @DeddyDermawan @Dennysiregar7 selo aja, pemerintah pusat udh baik, tiap tahun habis 500 triliunan buat bagusin jalan nsional, ya walaupun rusak lagi karena truk batubara haha;0;1;0;0;;in;1.15932E+18;1.65941E+18;1.65941E+18;;;masskrisss;0;
Wed May 24 01:01:35 +0000 2023;1.66118E+18;1.66118E+18;Jokowi Gelontorkan Dana Rp 800 Miliar untuk Perbaikan Jalan Rusak #TempoGrafis https://t.co/ukYv12oa1K;0;1;1;3;;in;18129942;1.66118E+18;1.66118E+18;;;tempodotco;1;
Wed May 24 01:50:35 +0000 2023;1.66119E+18;1.66119E+18;Gubernur Sumatera Utara Edy Rahmayadi menyatakan butuh anggaran Rp 5,5 triliun untuk memperbaiki 13.000 kilometer jalan rusak di provinsinya. https://t.co/o8vvz5eX9D;8;61;9;89;;in;23343960;1.66119E+18;1.66119E+18;;;kompascom;1;
Wed May 24 02:22:53 +0000 2023;1.6612E+18;1.6612E+18;Jalan Rusak dan Layanan Transportasi Umum https://t.co/nGLXXht2jG;0;0;0;0;;in;1.23479E+18;1.6612E+18;1.6612E+18;;;kuasakatacom;1;
Wed May 24 01:26:55 +0000 2023;1.66118E+18;1.66118E+18;Katanya suruh lapor kalau ada jalan Rusak @jokowi gimana masse ?;0;0;0;0;;in;1.60358E+18;1.66118E+18;1.66118E+18;;;kimi198021;0;
Wed May 24 02:35:38 +0000 2023;1.6612E+18;1.6612E+18;@kompascom Ayo ramai² Pemprov minta anggaran ke Pusat utk perbaikan jalan rusak.;0;0;0;0;;in;9.862E+17;1.66119E+18;1.66119E+18;;;arief_indriadi;1;
Wed May 24 02:21:57 +0000 2023;1.6612E+18;1.6612E+18;@KemenPU \n@ganjarpranowo \n@YaniSunarno \n@PemkabKlaten \nTolong utk dinas dinas terkait sesekali turun ke dompyongan..kec jogonalan\nBanyak jalan yg rusak dan blm ada perbaikan sama sekali...sangat membuat tdk nyaman..sebab ini akses penghubung antar de;0;1;0;0;;in;1.06763E+18;1.6612E+18;1.6612E+18;;;wong_ngisoran;0;
Wed May 24 01:29:04 +0000 2023;1.66118E+18;1.66118E+18;@PartaiSocmed Pada ribut jalan rusak... Gimana jalan ga pada rusak uang untuk perbaikan jalan tidak berbayar di pakai untuk bangun TOL noh...pembangunan dan perbaikan jalan di bawah tanggung jawab menteri PUPR;0;35;0;4;;in;7.56187E+17;1.66089E+18;1.66089E+18;;;LawanKedzoliman;0;
Wed May 24 02:23:27 +0000 2023;1.6612E+18;1.6612E+18;Dan akses untuk mengangkut hasil pertanian..ada beberapa gorong gorong yg jebol juga\nJadi sesekali dinas terkaid itu silahkan turun kelapangan..agar bisa melihat kondisi dan merasakan gimana rasanya jalan di jalan yg rusak seperti di desa ini..\nTrimakasih🙏🙏🙏;0;0;0;0;;in;1.06763E+18;1.6612E+18;1.6612E+18;;;wong_ngisoran;1;
Wed May 24 02:31:49 +0000 2023;1.6612E+18;1.6612E+18;@extra0ni0n PANTESAN JALAN DI DAERAH RUMAH W yg dulu gapernah jelek, sekarang RUSAK PARAHHHHHH;0;1;0;0;;in;551559008;1.66117E+18;1.66117E+18;;;filyuh;0;
Wed May 24 01:12:50 +0000 2023;1.66118E+18;1.66118E+18;#sobattangerang - ‼️SEBELUM KALIAN NONTON KONSER COLDPLAY BARENG-BARENG‼️\n\nMENDING FIX-IN JALAN RUSAK YUK! MELALUI PERJAKA GESIT ALIAS PERBAIKAN JALAN KOTA GERAKAN SEHARI TUNTAS🔥🔥🔥 https://t.co/KGY6SKvtFR;0;1;0;1;;in;7.3784E+17;1.66118E+18;1.66118E+18;https://pbs.twimg.com/media/Fw2w9XAaUAAmB6i.jpg;photo;tng_tv;1;
Wed May 24 02:04:39 +0000 2023;1.66119E+18;1.66119E+18;Selanjutnya, Persoalan jalan rusak belum selesai. Kini warga mengeluhkan kondisi Jalan Raya Inspeksi Kalimantan. Keluhan soal jalan rusak ini mendadak ramai di media sosial twitter. #MorningVoice;0;0;0;0;;in;74664107;1.66119E+18;1.66119E+18;;;BVOICE_RADIO;1;
Wed May 24 01:14:37 +0000 2023;1.66118E+18;1.66118E+18;@msaid_didu Rusaknya jalan dapat diperbaiki tapi rusak laku kemana kan mengadu.;0;0;0;0;;in;1.48385E+18;1.66115E+18;1.66115E+18;;;DahatKabuan;0;
Tue May 23 23:45:36 +0000 2023;1.66116E+18;1.66116E+18;Dibalik hiruk pikuknya infrastruktur...\nBukan sekedar adu nyali, tapi juga bertaruh jiwa dan raga.\nMerdeka!!! https://t.co/0JA5b9jv3m;17;49;178;274;;in;1.52286E+18;1.66116E+18;1.66116E+18;https://pbs.twimg.com/ext_tw_video_thumb/1661156414310727681/pu/img/6sKpxexZJbt9ez0F.jpg;photo;koh_alien;1;
Wed May 24 02:05:58 +0000 2023;1.66119E+18;1.66119E+18;@PartaiSocmed Gubernur pilihan sumut @RahmayadiEdy memang gak tahu kerja, bacot segede gunung sinabung. Kerjanya ABS, sekelas dia pun tak tahu jalan rusak yg ada disumut. Tp apa mau dikata, gubernur rasa ayat2;0;0;0;0;;in;258819216;1.66089E+18;1.66089E+18;;;GixsonRumapea;0;
Wed May 24 02:32:13 +0000 2023;1.6612E+18;1.6612E+18;@detikcom Keramas dulu sisiran dulu pake makarizo dulu. Pake sunscreen dulu semprot2 atau beda bayi tipis2 gapapa deh baru tampil mas eeee... ribet ngurus kasus ginian... kasus jalan rusak .. sampah .. public transportasi dll apakabar? Siapa yang kawal?? ;0;0;0;1;;in;1.51548E+18;1.66093E+18;1.66093E+18;;;DigitalHuman_DH;0;
Wed May 24 02:27:58 +0000 2023;1.6612E+18;1.6612E+18;Pengakuan Pemilik Rumah Alamatnya Dipakai Pemenang Tender Perbaikan Jalan Rusak Lampung : Ini Bahaya\n \nhttps://t.co/AxHwWHRk7f lewat @tribunnews;0;0;0;0;;in;1.50252E+18;1.6612E+18;1.6612E+18;;;Ardhi174;0;
Wed May 24 00:26:38 +0000 2023;1.66117E+18;1.66117E+18;@AndiSinulingga Jalan tol dibangun mulus karena berbayar sedangkan jln biasa tak berbayar dibiarkan rusak agar semua lewat jln tol dan banyak uang masuk kantong;0;0;0;0;;in;1.44715E+18;1.65944E+18;1.65944E+18;;;SDhongkol;0;
Wed May 24 00:48:31 +0000 2023;1.66117E+18;1.66117E+18;@duniabulat5 @msaid_didu Tdk ada yg iri dgn utang banyak dan jalan rusak...tapi yg membela penguasa dgn mengatakan iri Patut dipertanyakan akalnya;0;1;1;4;;in;1.5566E+18;1.66115E+18;1.66115E+18;;;Achmad97338200;0;
Wed May 24 00:32:02 +0000 2023;1.66117E+18;1.66117E+18;Sepanjang 174.298 KM Jalan di Indonesia Rusak Berat, KPK Temukan Titik Rawan Korupsi https://t.co/Ps7ljFOu8r;0;0;0;0;;in;9.59859E+17;1.66117E+18;1.66117E+18;;;Ponorogo_Berkah;0;
Wed May 24 00:25:14 +0000 2023;1.66117E+18;1.66117E+18;@msaid_didu “Jalan rusak bisa diperbaiki dalam waktu kurang satu tahun. \n\nHati yang rusak karena iri dengki memerlukan 15 tahun lebih untuk sembuh… “;0;6;0;15;;in;1.26286E+18;1.66115E+18;1.66115E+18;;;duniabulat5;0;
Wed May 24 00:21:16 +0000 2023;1.66117E+18;1.66117E+18;@masskrisss @Masboy29888001 @DeddyDermawan @Dennysiregar7 Kalau jalan nasional nemang wewenang pusat tp kalau gak ada yg lapor mana tau kalau ada yg rusak\nTp orang macam lo jalan desa rusak yg salah pasti pusat pdhl pusat uda ngasih dana desa milyaran bu;0;2;0;0;;in;1.57203E+18;1.65941E+18;1.65941E+18;;;AsusAsu21483489;1;
Wed May 24 00:43:06 +0000 2023;1.66117E+18;1.66117E+18;"@wakitnur2 @aewin86 @cnbcindonesia Tol sebagian pakai uang negara, dan yang dijual"" itu saham punya negara.\nJalan umum banyak yg rusak? pelihara jalan itu mahal, kalau jalan nasional kaya Pantura ya karena kendaraan overweight, proyek abadi itu, alias ta";0;1;1;4;;in;1.24514E+18;1.66091E+18;1.66091E+18;;;ArwaniAbib;1;
Wed May 24 00:54:32 +0000 2023;1.66117E+18;1.66117E+18;@beingultr4men @sarirotikupas @AinulMujaab Tergantung penggunaan dan perawatan nek masalah rusak cepet orane moas, aku beli merek 4qu4 1 tabung dah jalan 5 tahun tanpa kendala, yg penting maintenance dan penggunaan sesuai SOP;0;1;0;0;;in;359230163;1.66081E+18;1.66081E+18;;;Wicaksono_P;0;
Wed May 24 00:22:18 +0000 2023;1.66117E+18;1.66117E+18;@SyarifullahDja1 @msaid_didu Menurut didu jalan rusak cuma ada direzim jkw, silahkan didu se nyinyir2nya🤣;0;1;0;1;;in;9.11427E+17;1.66115E+18;1.66115E+18;;;Hendrirdh;0;
Wed May 24 00:25:07 +0000 2023;1.66117E+18;1.66117E+18;@PDemokrat Yang banyak rusak itu jalan nasional, jalan provinsi, jalan kabupaten kota atau jalan desa...masing2 punya pihak yang bertanggungjawab, bukan semuanya tanggungjawab pemerintah pusat......dodol!!!;0;0;0;0;;in;60247886;1.66093E+18;1.66093E+18;;;yanLebert;0;
Wed May 24 00:29:33 +0000 2023;1.66117E+18;1.66117E+18;Kalau duvandingkan pasti ada yg kurang baik jaman bapak @SBYudhoyono  dan jaman bapak @jokowi  jaman pak @SBYudhoyono jalan biasa dibangun tp cepat Rusak krn Gorong2  tdk dibangun  sedangkan djaman bapak @jokowi   disamping pembangunan jalannya Bagus( di COR DULU BARU DI ASPAL;0;1;0;0;;in;1.60412E+18;1.66117E+18;1.66117E+18;;;Fauzan2Khmad;1;
Wed May 24 00:53:03 +0000 2023;1.66117E+18;1.66117E+18;@intanamelya11 @kegblgnunfaedh No no no no, itu pot tuh pendek banget, jadi susah keliatan sama tetangganya karna titik buta, keliatan banget mobilnya mau keluar terlalu mepet ke pot bisa rusak mobilnya\n\nPlus itu pot lewat batas jalan bukan wilayah yg p;0;1;2;66;;in;1.05802E+18;1.6609E+18;1.6609E+18;;;tyaaika;0;
Tue May 23 14:54:02 +0000 2023;1.66102E+18;1.66102E+18;Anies Bandingakan Pemerintahan Jokowi dan SBY, KSP: Sikap yang Tidak Tepat https://t.co/iUlyFP9lsc;2;19;2;16;;in;71436318;1.66102E+18;1.66102E+18;;;KompasTV;1;
Tue May 23 07:36:39 +0000 2023;1.66091E+18;1.66091E+18;Hanya Bangun Jalan Baru 592 Km Hingga 2020, Jokowi Ngapain Aja?\n\nIrwan\nAnggota Komisi V DPR RI Fraksi Partai Demokrat\n#DemokratS14P https://t.co/DUASoYQ5vu;70;408;455;1251;;in;248199104;1.66091E+18;1.66091E+18;https://pbs.twimg.com/ext_tw_video_thumb/1660912413032710144/pu/img/Q6hF2iUI3J8gGFVt.jpg;photo;PDemokrat;0;
Wed May 24 00:30:34 +0000 2023;1.66117E+18;1.66117E+18;@ezash Heran galu bang sm plt walkot bekasi... tiap ari ade aje jalan yg rusak. Wkwkwk\nPas jadwal serpis mobil udh wajib dah sporinh balancing.;0;0;0;0;;in;100680078;1.66046E+18;1.66046E+18;;;fikriimamr;0;
Wed May 24 00:47:57 +0000 2023;1.66117E+18;1.66117E+18;@YudhistiraSaja @ch_chotimah2 @ganjarpranowo Gawat ya.... Pantesan nyamannya lari di kota yang di bangun Anis ... karena Anis lebih bagus memimpin dari pada genjer yang punya sederet catatan 1, wadas nggak bisa selesai\n2, jalan di Jateng banyak yang rusa;0;1;0;0;;in;1.47781E+18;1.66089E+18;1.66089E+18;;;Syamsia16371002;0;
Wed May 24 00:51:52 +0000 2023;1.66117E+18;1.66117E+18;@jokowi Kabupaten Sukabumi pak masih banyak yang rusak parah jalan nya .. termasuk kecamatan Cidahu kabupaten Sukabumi pak jalan nya rusak .. jalan kecamatan dan desa pak . Trimakasih banyak pak . https://t.co/mE3ATHulQJ;0;0;0;0;;in;1.43666E+18;1.65874E+18;1.65874E+18;https://pbs.twimg.com/ext_tw_video_thumb/1661173008747335685/pu/img/DN0MrnocdMEqZlpo.jpg;photo;Choeruliskanda2;0;
Wed May 24 00:21:00 +0000 2023;1.66117E+18;1.66117E+18;@aewin86 @cnbcindonesia Poinnya bukan itu .... Tol itu Pakek uang swasta, harus ya uang APBN lebih perhatikan jalan umum. Namun faktanya jalan umum banyak yg rusak;0;1;0;3;;in;1.44631E+18;1.66091E+18;1.66091E+18;;;wakitnur2;1;
Wed May 24 00:46:16 +0000 2023;1.66117E+18;1.66117E+18;@m_4r1_oslo Harusnya pemerintah membuat kategori jalan agar masyarakat paham,ini jalan negara ini jalan provinsi ini jalan kabupaten,jadi klo masyarakat melihat ada jalan yg rusak teriaknya gampang woi...pak bupati woi pak gubernur woi pemerintah pusat ni;0;0;0;1;;in;1.39571E+18;1.66042E+18;1.66042E+18;;;Budionotaslim3;0;
Wed May 24 00:28:05 +0000 2023;1.66117E+18;1.66117E+18;Logikamu kmna begok!!!… klo memang SBY lbh banyak bangun jalan nggak akan ada JKW sibuk ke lampung cek jalan rusak, ke jambi ke bengkulu ke medan;0;0;0;0;;in;1.64414E+18;1.66117E+18;1.66117E+18;;;BalaqEnamm;0;
Wed May 24 00:18:14 +0000 2023;1.66116E+18;1.66116E+18;@jokowi @infoprobolinggo spill jalan rusak probolinggo min;0;0;0;0;;in;1.34938E+18;1.65443E+18;1.65443E+18;;;alvialamsyah10;0;
Tue May 23 23:02:22 +0000 2023;1.66115E+18;1.66115E+18;Untuk memperbaiki jalan rusak tersebut dibutuhkan dana sktr Rp 500 - Rp 800 trilyun.\nTernyata selain warisan utang, engkau juga wariskan jalan rusak.;10;75;370;867;;in;1.11799E+18;1.66115E+18;1.66115E+18;;;msaid_didu;0;
Wed May 24 00:14:04 +0000 2023;1.66116E+18;1.66116E+18;Di Belgorod, sebuah UAV menjatuhkan bahan peledak di jalan raya. Orang tidak terluka, mobil rusak, kata Gubernur Gladkov.\n\nWarDonbass https://t.co/QVXowspcbe https://t.co/3RslO2fvMe;0;1;1;6;;in;215099720;1.66116E+18;1.66116E+18;https://pbs.twimg.com/media/Fw2jZi8aEAYVoVi.jpg;photo;bdleonanda;0;
Tue May 23 22:57:45 +0000 2023;1.66114E+18;1.66114E+18;Sepanjang 174.298 KM Jalan di Indonesia Rusak Berat, KPK Temukan Titik Rawan Korupsi\nhttps://t.co/l4zjhPNUeh;10;6;122;223;;in;1.08299E+18;1.66114E+18;1.66114E+18;;;idtodayco;1;
Tue May 23 23:30:46 +0000 2023;1.66115E+18;1.66115E+18;@abu_waras Salah satunya penyebab kurang setuju dengan rezim ini adalah mahalnya pupuk. Dan yang kedua, rendahnya harga jual petani atau perkebun. Yang ketiga jalan desa yang rusak sehingga menambah biaya dan terakhir mengenai hukum.;0;0;0;1;;in;1.65391E+18;1.66113E+18;1.66113E+18;;;gompar_s;0;
Tue May 23 22:36:47 +0000 2023;1.66114E+18;1.66114E+18;@HeryIdris5 @PDemokrat Data mungkin benar, tapi jalan tak berbayarnya banyak yg rusak, ,;0;0;0;0;;in;1.64008E+18;1.66091E+18;1.66091E+18;;;IskandarKa18345;0;
Tue May 23 23:28:23 +0000 2023;1.66115E+18;1.66115E+18;@abu_waras Kategori jalan ancur/rusak 🤭;0;1;0;0;;in;1.60359E+18;1.66115E+18;1.66115E+18;;;Malika6027;0;
Wed May 24 00:07:59 +0000 2023;1.66116E+18;1.66116E+18;@Bagindo47562689 @Dennysiregar7 Siapapun Presidennya kalau Gotbenernya masih mAnis Gotbemer Terbodoh di Dunia, banjirnya pasti akan terus ada bahkan tambah meningkat. Jalan yg sudah mulus saja dibuat rusak dan malahan Jakarta dibuat Amburadul🤣🤣🤣 ;0;2;0;0;;in;1.1383E+18;1.66093E+18;1.66093E+18;https://pbs.twimg.com/media/Fw2iGl6agAEdLub.jpg;photo;IgnAdnyana2;0;
Wed May 24 00:13:06 +0000 2023;1.66116E+18;1.66116E+18;@AriefGka @cnbcindonesia Rata-rata sekarang jalan umum banyak yg rusak di wiliayah jawa.;0;0;0;0;;in;1.36961E+18;1.65974E+18;1.65974E+18;;;KerupukF;0;
Tue May 23 23:35:26 +0000 2023;1.66115E+18;1.66115E+18;wariskan utang, wariskan jalan rusak hasilnya Indonesia bobrok selama Rezim jkw berkuasa;0;0;0;1;;in;1.50886E+18;1.66115E+18;1.66115E+18;;;TarunaAdjie1;0;
Tue May 23 22:54:50 +0000 2023;1.66114E+18;1.66114E+18;@ch_chotimah2 @ganjarpranowo Serius nanya Ganjar bangun ribuan kilometer jalan di mana? Saya asli jateng kalau mau main ke sini aja banyak jalan propinsi yg rusak;0;0;0;1;;in;1.5887E+18;1.66089E+18;1.66089E+18;;;Juragansolar12;0;
Tue May 23 22:49:49 +0000 2023;1.66114E+18;1.66114E+18;@tvOneNews Saya rakyat kecil selalu menyertakan biaya tol di setiap transaksi bisnis  dan itu menambah ongkos , meski itu lebih cepat .. dan memutar jalan jika jalan biasa lebih baik tidak rusak...mengapa pemerintah tidak memperbanyak jalan jalan gratis y;0;0;0;1;;in;9.37504E+17;1.66075E+18;1.66075E+18;;;hzamzamnoer;0;
Tue May 23 23:24:39 +0000 2023;1.66115E+18;1.66115E+18;@KakekHalal Jaman SBY bangun jalan atau perbaiki jalan ?????, lha wong jalan baru di Papua dan jalan2 baru perbatasan saja tidak dibangun jaman SBY, lagian banyak mangkra dan perbaikan jalannya asal2an / gampang rusak kembali, karena duit proyek perbaikan;0;0;0;15;;in;1.64275E+18;1.66101E+18;1.66101E+18;;;RudyCahyon37382;0;
Tue May 23 23:22:16 +0000 2023;1.66115E+18;1.66115E+18;@msaid_didu Yg rusak itu jalan propinsi atau jalan nasional ? Kalo jalan propinsi atau kabupaten tanggungjawab gubernur dan bupati, setau sy utk jalan nasional yg rusak nggak sebanyak itu ?;0;1;0;1;;in;1.28009E+18;1.66115E+18;1.66115E+18;;;SyarifullahDja1;0;
