full_text;annotate;
@painop34 Selamat siang, mohon melampirkan foto/video untuk jalan rusak yang dimaksud ya pak/bu.\nTerima kasih -NH;1;
Keluhkan Jalan Rusak Sejak 2017, Warga Lampung Barat Ungkap Kerap Kecelakaan\n \nhttps://t.co/qG9DV6nNuo lewat @tribunlampung_;0;
@Heraloebss Bupatinya suruh lewat jalan yg eusak aja, buar tahu kalau daerahnya ada jalan rusak.;0;
Jalanan rusak masih menjadi pekerjaan rumah bagi Pemerintah Indonesia. Baru-baru ini warganet dikejutkan dengan potret jalanan rusak di Provinsi Sumatera Selatan yang bentuknya bukan seperti jalan, tetapi kubangan kerbau. \n\n#MGTRADIO #MGTNews #MGTPlay https://t.co/ecvWauQHV0;0;
@Miduk17 Lari dari kenyataan\n# longsor\n# banjir\n# jalan rusak;0;
PSN Rusak Pedestrian Jalan Rawatembaga\n\nhttps://t.co/1aV4IrS9zl;0;
@PartaiSocmed Medan ada perubahan semenjak ganti walikota, sampe masyarakat diluar kota medan ngaduin jalan rusak ke walikota medan mulu sangking gak ada respon dari ini orang;0;
Litbang Kompas 70,1% Rakyat Puas Kinerja Pemerintahan Presiden Jokowi dan KH Maruf Amin, Wong Kok Ngene Kok Di Banding²ke Di Saing²ke Yo Mesti Kalah. Ku Berharap 2024 Pengganti Pak Jokowi Pak Ganjar Pranowo.....🎶🎶🎵🎵😂😂 https://t.co/MQSFRYI4XB;1;
Ganjar Pranowo mengajak jajarannya perbaiki jalan rusak dan berlubang minta masyarakat untuk mengawasi\n\n#GanjarBuatRIMajuSejahtera https://t.co/ib7PaTG2oQ;1;
Maka bisa diartikan rakyat juga puas atas kenaikan harga sembako, puas terhadap kondisi jalan yang rusak di beberapa daerah, puas terhadap penegakan hukum, juga puas atas tingginya harga BBM.;0;
@umiazizah60 Jalan banjaran_ balamoa banyak yg rusak dan berlubang kemarin saya liat sendiri depan gerbang pegirikan ..pemakai sepeda motor jatuh karna terprosok jln berlubang;0;
@BennyHarmanID Lampung , Jambi dan Sumatera Utara jalan yg lagi rusak , terserahlah siapa yg bangun .. akan DIPERBAIKI Pak . Sudah ditinjau oleh Pak Jokowi bukan Pak Sby pak;1;
Isu Bola ndak mempan\nIsu Bokep ndak mempan\nIsu jalan rusak gatotttt\n\nSkrg angkat isu Desa Wadas mslh DUGAAN pelanggaran HAM\n\nWekekekek🤘🤘 https://t.co/4ckSCyIw9T;0;
GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS\n\nIndikasi pelanggaran Hak Asasi Manusia yang dilakukan pemerintah trhdap warga Wadas di Purworejo kian menguat Komnas HAM memanggil Gubernur Jateng Ganjar Pranowo untuk dimintai keterangan https://t.co/lxQjj0SWEc;0;
"Rumah Warga Jadi Alamat Kantor Pemenang Tender Jalan Rusak, Pemprov Lampung: Penyedia Jasa Lalai Belum Update""\n\nKlik untuk baca: https://t.co/VtjHVnhkHL\n\nKompascom+ baca berita tanpa https://t.co/ldcCrcOlhx\nDownload aplikasi: https://t.co/Rb277WmQhk https://t.co/VtjHVnhkHL""";0;
Ini jalan rusak di pertigaan exit toll jatibening mau sampe jadi empang atau sumur ini? Heran beribu heran gue mah @mas_triadhianto @pemkotbekasi @humasbekasikota @binamargajabar @JatibeningInfo @txtdrbekasi @ridwankamil https://t.co/Pyp4Ns0vrp;0;
@Aryprasetyo85 @aniesbaswedan @AgusYudhoyono @03__nakula @ch_chotimah2 @Carlamaya_ @bwinsandi3 @bung_madin @bachrum_achmadi @B3doel___ @Arindra__ @Anak__Ogi @al_lasan Utang utang...\n\nCukong cukong...\n\nPikir noh jalan rusak ...;0;
Usai Jokowi Safari Jalan Rusak, Sri Mulyani Alokasi Rp 203,5 T https://t.co/8UsSDsZqTO;1;
@yunartowijaya Ndak terhitung jalan rusak berapa... Pikir juga ...\n\nBangun tapi jalan rusak banyak...\n\nHadeeeh;0;
@umiazizah60 Ibu Bupati tolong itu jalan Margasari - Pagerbarang - Jatibarang rusak parah 1 tahun lebih biar segera ada perbaikan, kl pas hujan seperri Kubangan Kerbau. Matur suwun 🙏🙏🙏;0;
Alamat Kantor Pemenang Tender Perbaikan Jalan Rusak Lampung Ternyata Rumah Tua, KPK : Tidak Beres\n \nhttps://t.co/ZootTAsuTU lewat @tribunnews;0;
@ajengcute16__ Saya mau tanya selama SBY presiden 2 periode kok gak di beresin semua jalan yg rusak di Indonesia ?,kok masih ada sampai sekarang jalan rusak ?,lantas kenapa baru sekarang kalian teriak jalan rusak ??..Monggo di jelaskan kalau berani🙏;0;
@Maul_ana05 @CNNIndonesia Argumentasi macam apa yang mewajarkan jalan rusak karna gk ada dananya?? Hahahhahaha.. trus uang pajak dari masyarakat dikemanain?;0;
@leman_sant56563 @aniesbaswedan @NasDem @NasdemBabel Kelompok kmu mainin isu bokep untuk nyerang ke Pak Ganjar terbukti ga mempan, mainin isu jalan rusak juga ternyata ga mempan, mainin isu banjir kemarin di Demak juga ga mempan. Terbukti elektabilitas Pak Ganjar masih tinggi lho drun. Mau pake isu apa lgi drun?;0;
Baru liat sekarang, seorang GUB sibuk dgn promo dirinya, bukan sibuk mengurus daerahnya yg kena banjir, jalan rusak dll..Padahal di Surpei katanya Numero UNO terus..jd ingat kata bro @satriohendri hasil surpei kebalikan,makanya dia pusing😀😀😂;0;
@Mislimin5 @AnakLolina2 Halahhh taiiii, giliran ada jalan propinsi rusak juga elu teriak2 rezim ga becus, udah kebaca kadrunnn;0;
@Maul_ana05 @CNNIndonesia Lah ganjar hampir 10 tahun menjabat ngapain aja jalan masih rusak begitu? tiap tahun kan ada anggarannya. Masa sekelas jalan desa aja gk ada dananya. Sono lu ke desa cibiyuk kab pemalang di jateng, lu liat jalan disana udh bertahun2 rusak parah. Jgn modal liat konten doang tolol!;0;
@lasnila Yang terjadi sperti ituh, padaal kekuatan jalan nya dibawah itu gimana gak rusak;0;
GANJAR TIDAK DATANG SAAT DIPANGGIL KOMNAS HAM ATAS DUGAAN PELANGGARAN HAM DALAM KASUS WADAS\n\nIndikasi pelanggaran Hak Asasi Manusia yang dilakukan pemerintah trhdap warga Wadas di Purworejo kian menguat Komnas HAM memanggil Gubernur Jateng Ganjar Pranowo untuk dimintai keterangan https://t.co/lxQjj0SWEc;0;
Babinsa Koramil 1413-08/Tomia Bersama Pemerintah Kelurahan dan Masyarakat Gotong Royong Tambal Jalan Rusak. \n\nWakatobi - Babinsa Koramil 1413-08/Tomia Serka Sahalani melaksanakan kerja bakti bersama unsur   Lurah dan stafnya serta komponen masyarakat dalam rangka perbaikan jalan https://t.co/EBXx8EFfNY;1;
@FuzaFirdaus Konteksnya secara keseluruhan bukan secara geografi nya. Kamu gak nyambung, berkali kali lipat jalan yg dibuat SBY melebihi Jokowi bangun jalan itu data BPS, mau bilang data BPS palsu? Lol.\n\nKalbar pembangunan masif saat Sutarmidji jadi gubernur, dulu jalan rusak banyak.;0;
@stanford641 Sila cek warna marka jalan, jalan berwarna kuning itu statusnya jalan nasional, banyak jalan nasional rusak di sini era SBY, jaman Jokowi sisa 8% yang masih rusak.\n\nPembangunan juga sinergi, itu sebabnya Gubernur Sutarmidji dukung penuh Presiden Jokowi waktu Pilpres 2019 lalu. https://t.co/GCGdEIWcGZ;1;
Data yg disodorkan Abas hanya angka2 aja, fisiknya ga ada, ghaib, tapi ya bisa juga sih orang pengaspalan jalan aja dihitung lagi, jadi klu Pantura tiap tahun rusak diaspal lagi tinggal dikali aja, klu ga percaya ceck data BPS lalu cari mana jalannya yg dibuat 🤭\n#AniesPembohong https://t.co/Jfp2CO8zjb;0;
Ketika Jalan Rusak Untuk Rakyat, Jalan Tol Milik Konglomerat, Dibawah Pungli Diatas Korupsi https://t.co/tsZSfD1CoX;0;
Dia lagi lari ke daerah daerah untuk mengalihkan perhatian dari bencana, jalan rusak dan juga wadas... Suarakan terus saudaraku, mereka harus tau kalau rakyat tidak mau ditipu..;0;
@OposisiCerdas Jauh lebih banyak rakyat kecil yang memerlukan jalan negara yang tidak berbayar atau NON TOL, mereka bisa membawa hasil bumi, menuju tempat kerja, kesekolah dan berkegiatan tanpa melalui jalan tol, banyak yang kondisinya rusak bahkan parah, namun yang dibanggakan jalan tol nya.😇;0;
@yusuf_dumdum @Pak_JK palak kau peang, jalan bagus muji jkw, jalan rusak salahin desa, kocak penjilat;0;
@republikaonline Kualitas jalan buatan jokowi jelek banget. Baru sebentar sudah rusak. Terlalu banyak di korupsi?;0;
@hulkolorijo @iman100017 Jalan bagus di rusak mungkin Anies juaranya\n🤣🤣🤣🤣🤣🤣 https://t.co/M8AAGxLLW4;1;
Tangani jalan berlubang Ganar sarankan menutup lubang jalan rusak\n\n#GanjarBuatRIMajuSejahtera \n\n#GanjarBuatRIMajuSejahtera https://t.co/qCFLQYnI5j;1;
@jrsimatup @Miduk17 Di toba, jalan rusak diaspal, sebulan kmdn rusak lago. Boro2 jalan di pelosok toba. Kita tdk bicara ttg jalan destinasi wisata ya. Tp infrastruktur desa.;1;
Pemkab Kotim Jangan Diam Melihat Jalan Cempaga dan Seranau Rusak https://t.co/mTcall0Pba;0;
@jrsimatup @Miduk17 Sidamanik di mata orang skrg maju, tapi saya sejak kecil sering main kesana, tidak ada kemajuan. Jalan tetap sempit dan rusak, sejak 40 tahun lalu ya begituuu terus. Hanya luar2nya saja dipoles.;0;
@revietam sofa nya pake yg bahan suede kaak..\naku punya 2 sofa, 1 dr informa sofa standar gitu. masyaalloh bener benangnya dah mrolot. tp sofa yg kubeli dr umkm biasa di pinggir jalan, malah paling awet dan engga ada rusak sedikitpun 😂;1;
@kakung_yk @KompasTV Blunder gmn data BPS yg dikutip.. Masak BPS dibilang blunder karena data jikowi lebih rendah.. Semua juga tahu kalo jokowi lebih fokus ke jalan TOL.. Makanya jalan gratis yg rusak banyak di jaman jokowi juga;1;
@ajengcute16__ Giliran jor2an bangun prasarana, ribut.\nGiliran jalan ada yg rusak ribut\n\nLah terus ente sebaiknya tinggal didalam goa saja\n\nKan Ga perlu kuota, listrik, bbm dll 😀😀;0;
@tanyakanrl emang kenapa? Mental rusak apa males nih?? jaman dulu banyak noh udah demam, tipes, lemes tetep maksain sekolah, lu udah pake motor/mobil/gojek masih aja begitu, dulu kayaknya rata2 jauh dari sekolah jalan kaki, dimarahin ortu kagak ada rusak2 mental mrka bilang;0;
Era SBY jalan kabupaten / Propinsi lebih banyak dibangun,yang rusak skrg adalah peninggalan SBY dong? sebab bukan baru 2-3 tahun tapi sdh puluhan tahun rusak.\n\nYg rusak dilimpahkan ke pemerintah skrg..? Audit lagi siapa tau dapat yg garong duit proyek nya. https://t.co/mfX0zu6QHp;0;
Tangani jalan berlubang, Ganjar sarankan cara menutup lubang jalan rusak.\n#GanjarBuatRIMajuSejahtera https://t.co/Yqe064n3YB;1;
Jika mengacu pada survey Litbang Kompas, maka bisa diartikan rakyat puas atas kenaikan harga sembako, puas terhadap kondisi jalan yang rusak di beberapa daerah, puas terhadap penegakan hukum, juga puas atas tingginya harga BBM.\n\nHebat ya rakyat Indonesia. https://t.co/3ylpiEzMxA;0;
Ganjar mengajak Pemprov, Pemkab dan Pemkot Jawa Tengah untuk memperbaiki jalan rusak dan berlubang, dirinya juga meminta masyarakat untuk memantau pengerjaan tersebut. \n#GanjarBuatRIMajuSejahtera KIM TAEHYUNG AT CANNES KDRT OH MY OH MY GOD Ferdy Sambo Raline Shah Susuk Salma https://t.co/9RtOQpNmIN;0;
@Miduk17 Pertumbuhan ekonomi itu berbading lurus dengan daya beli masyarakat.... gimana mau tumbuh ekonomi kalau umr sj masih rendah..artinya perputaran uang terbatas umr kecil.... dan banyak nya jalan rusak dan banjir juga mempengaruhi pergerakan ekonomi....  maksa kali kalean lei....;0;
@BosPurwa @aeng_soe Said Didu.\nPengamat Ekonomi Negara.\n\nRezim Jokowi meninggalan 10 persoalan besar masalah negara ini.\n\nTiga puluh empat persen jalan rusak yg ditinggalkan kalau dihitung butuh anggaran 500-800 Triliun.\n\nJalan tol nunggu waktu karena BUMN sudah bangkrut. https://t.co/EzL4BjU25N;1;
Ganjar ajak jajarannya perbaiki jalan rusak dan berlubang.\n#GanjarBuatRIMajuSejahtera https://t.co/Ts3KS3Ypyq;1;
@bslsidqi @CNNIndonesia Ya gua kan bilang pada saat masa jabatannya junjungan lu tolol, Jateng masih banyak jalan rusak wajar luas wilayahnya berkali lipat di banding Jakarta. Dengan APBD Jateng 24,61 T / tahun 2022. Dan apbd di gunakan bukan untuk pembangunan jalan doang, saya rasa anda lebih pintar.🤟;1;
https://t.co/ns2QComVxP;0;
@infobdg Telah hilang HP Samsung Galaxy Note 8 (simcard rusak/tidak bisa menangkap sinyal) di sekitar sepanjang jalan dari arah kantor desa Mekarwangi Lembang via perumahan Pramestha lalu ke jl Dago Giri, jl. Ir. H. Djuanda (Dago), jl. Siliwangi, jl. Cihampelas (1) #hilang #HP;0;
Dilewati Perusahaan, Jalan Kantong Produksi Rusak, Petani di Banggai Kembali Lakukan Pemalangan Jalan\n https://t.co/u7p6gy2BZu;1;
Tangani jalan berlubang, Ganjar sarankan cara menutup lubang jalan rusak.\n\n#GanjarBuatRIMajuSejahtera https://t.co/q3Oug8hsYM;1;
Ganjar ajak jajarannya perbaiki jalan rusak dan berlubang.\n\n#GanjarBuatRIMajuSejahtera https://t.co/dKhwzWRzzK;1;
Perlu gencarkan opsus ODOL kyknya, selaen menekan laka lantas, ntuk mencegah rusaknya jalan raya akibat tonase yg berlebihan jugak..\nPara pmimpin daerah klo ndak mau jd sasaran kritik warga terkait jln rusak musti konsen perhatiin inih,\n\nhttps://t.co/xtsqcyylip https://t.co/JQigD4tpxT;0;
Vice versa jg buat motor2 ajg make jalur sepeda.\nJalur sepeda sekarang jg masih banyak yg rusak belom lagi banyak drainase2 ajg ga rata jalan 🥲;0;
@eboniwatch saya mau sedih tapi keinget kalau masih banyak jalan rusak;0;
Trajang Bersama 2 Polisi dan Masyakat Gotong Royong Ngecor Jembatan yang Rusak Bertahun-tahun di Lampung Barat -\n\n#jalanrusak #jembatanrusak https://t.co/oSChpkUIAy;1;
MANTAN WAPRES KOK DANGKAL..??\n\nJK kiritik Presiden Jokowi soal banyaknya jalan rusak di daerah. Lah, memangnya semua kerusakan jalan di daerah tanggung jawab pemerintah pusat? JK pasti paham, bahwa jalan provinsi adalah tanggung jawab gubernur, jalan kabupaten/kota tanggung jawab https://t.co/EucsKybg5y;0;
@pyupyupyuuuuui saya termasuk, mau benerin tv malah benerin jalan rusak;0;
@narkosun Ini bukan masalah sukses distribusi petani...tapi bisa jadi menyindir bnyk jalanan di desa atau sekelas kabupaten di indonesia msih bnyk yg rusak.masa iya abis panen padi gk lewat jalan desa,masa langsung lewat tol???tolong berfikir scara jernih dan pasti;0;
Untuk penanganan jalan berlubang, Pak Ganjar Pranowo menyerahkan cara menutup lubang jalan rusak.\n#GanjarBuatRIMajuSejahtera https://t.co/qjxapieASJ;1;
@A_QuinnaNew2209 Rakyat kecil itu perlu jalan desa, kecamatan, kabupaten untuk memperlancar usaha mereka, bukan pake jalan tanah becek. Buat apa jln berbayar.\n\nBanyak rakyat yg memperlihatkan jln rusak di media, bukan jalan tol.\n\nJgn trllu mmberi karpet merah pd asing, hasilnya dibawa ke asalnya;1;
Tangani jalan berlubang ganjar sarankan cara menutup lubang jalan rusak\n#GanjarBuatRIMajuSejahtera https://t.co/kW3PJHkG7S;1;
Tim Pemulangan Eksodus dan Danrem 181/PVT Lakukan Pengukuran Jembatan dan Jalan yang Rusak. https://t.co/658mAnEHwI;1;
@NKRI_jokowisyoo Wkwkwk\nJK aneh² aja komen nya ..\nKlo mau jadi BAPAK BANGSA yg Bijaklah dalam menilai kondisi jalan2 di era Pa Jokowi skrg..\nSemua lini perekonomian masyarakat sangat terbantu dg adanya Jalan2 baru kan?\n\nJalan yang Rusak pasti akan diperbaiki.. apalagi jika Pemda terlibat..;1;
Tim Pemulangan Eksodus dan Danrem 181/PVT Lakukan Pengukuran Jembatan dan Jalan yang Rusak. https://t.co/37c4njuM34;1;
Ganjar mengajak Pemprov, Pemkab dan Pemkot Jawa Tengah untuk memperbaiki jalan rusak dan berlubang, dirinya juga meminta masyarakat untuk memantau pengerjaan tersebut #GanjarBuatRIMajuSejahtera Ferdy Sambo Gibran Vini Ramadan Salma Raline Shah Susuk Becca https://t.co/lW4QaJqYnC;1;
@mrsn9724 @ThanosGarisLucu @tanyarlfes Kalongw juga akan lakuin ini nih. Mosok jemuran gw se enak nya di rusak, padahal jalan itu tanah gw;0;
Ganjar Pranowo ajak jajarannya perbaiki jalan rusak dan berlubang serta minta masyarakat untuk mengawasi\n#GanjarBuatRIMajuSejahtera https://t.co/KEeFPhlkWV;1;
Prihatin dengan kondisi jalan yang sempit dan berlumpur pada saat hujan. Seorang warga Kabupaten Batang, Jawa Tengah, mengucurkan dana sebesar Rp1 miliar untuk memperbaiki jalan kabupaten. NNN\n\n#SeputariNewsPagi #SeputariNews #Batang #JalanRusak #Prihatin #Warga https://t.co/jTg0uP5xjB;1;
jalan-jalan ke Bandung, yang memorable itu kok jalan di tengah kota pada rusak heran.;1;
"aku yg tiap hari harus mantau ig buat mastiin rob atau enggak wkwkw belum lagi om ku yg dikatain drama"" sama beliau pas ngasih data kalau ada daerah di suatu kabupaten masih banyak yg rusak jalan nya padahal om ku dan beliau ini masih satu partai wkwkw""";0;
@choymarkochoy Jawa Tengah Propinsi Termiskin Jawa Tengah memiliki jalan Rusak parah, jawa Tengah UMP  buruh terendah, Buruh jawa Tengah Ngos-ngosan Biaya Hidup bapak Asik jonggin lari dari tanggung jawab gitu Nyalon Presiden Prettt Mlegedes ngedarus hanya Orang Dungu dan Bokepers yg memilih;0;
@Fa8olous @Munir_Timur @aniesbaswedan Trus lu dukung ganjar lebih baik gitu? Jalan rusak sama banjir aja dia malah lari keliling provinsi copras capres padahal warganya kesulitan, selain gak punya tanggung jawab sebagai gubernur aktif juga tidak punya etika;0;
"Maaf sygku @ch_chotimah2\nJgn Memaksaku utk Memilih\nPemimpin yg KERJA nya cuma\nLari Antar Kota &amp; Provinsi sygku\nGue PASTI PILIH Pemimpin yg\nPunya IDE &amp; GAGASAN Menuju\nPerubahan yg Lebih Baik &amp; Bermartabat\nBUKAN Lari Antar Provinsi utk Hindari\nBANJIR &amp; JALAN RUSAK Yayangku\n🤣😁🤣😁 https://t.co/cdBlHfz30p";0;
Salah satu agenda penting Koalisi Perubahan dn Perbaikan nanti ialah menggantikan daulat buzzers dgn daulat rakyat, memperbaiki proyek infrastruktur seperti jalan tol dn jalan negara di berbagai daerah yg sudah rusak.#RakyatMonitor#;0;
@Naz_lira @HidayatNatari Masa sby perawatan jalan selalu ada Dan penambahan alias pelebarannya\n\ndibeberapa daerah masih banyak jalan yg sudah rusak total Dan tidak mendapatkan Dana perawatan \n\n#KemanaDanaPerawatannya;0;
Tangani jalan berlubang ganjar sarankan cara menutup lubang jalan rusak\n\n#GanjarBuatRIMajuSejahtera https://t.co/U8Ka8Ci74N;1;
@luken_lin @john44559488 @yunartowijaya Emang jalan rusak di Lampung, Jambi, Sumut dan seluruh Indonesia bukan jaman Jokowi?\n🤣🤣🤣🤣;0;
#DiskusiPRFM\n\nPlh Wali Kota Bandung Ema Sumarna mengklaim kondisi jalan di Kota Bandung dalam kondisi baik.\n\nMenurut wargi setuju atau tidak jalanan di Kota Bandung dalam kondisi baik? Jika tidak, jalan di mana saja yang kondisinya kurang baik? https://t.co/oIAvkzEhYq;1;
Ini 3 Titik Jalan Rusak di Provinsi Jambi yang Akan Diperbaiki Pemerintah Pusat, Salah Satunya di Tanjabtim https://t.co/OLDsxqeQA5;1;
@Fita_Shanty Buat apa bangun jalan berkilo2,kenyataannya jln di Lampung pd rusak parah,nah itu baru satu daerah,bagaimana dgn jateng lbh parah lagi, gubernurnya malah lari2 antar provinsi....bhahaha;0;
"@cebong_dungu2 @jagadmana @RidNgemil @duniabulat5 @gm_gm jalan negara maksudnya ya, \n\nya bakal sama aja... tetep penuh, macet jg...\ndibenerin, rusak lagi, dibenerin rusak lagi...\nprinsipnya;\nsemua jalan baek tol ato bukan bakal ngalami rusak juga masee...\nkalo dah rusak mesti dibenerin lah...";0;
PUPR Anggarkan Rp14,6 Triliun, Perbaikan Jalan Daerah yang Rusak Dimulai Juli https://t.co/Ad7R5Xdfxa;1;
@rachlannashidik Dijaman Jokowi hampir semua jalan desa turunan pak SBY rusak, hancur tdk terawat. Dibiarkan saja;0;
"@CNNIndonesia Ganjar suka lari.. lari dari kenyataan bahwa banjir dijateng itu nyata&amp; kemiskinan dijateng itu terdata.. ke2 se Jawa 🤣 ayo pak Anies, gw dukung bapak kritik terus regime ini, buat makin melek rakyat netizen, salah 1 nya bahwa jln nasional gratis lebih baik dari jln berbayar 😁";0;
Pemkab Kukar benahi jalan rusak di Kecamatan Tabang\nhttps://t.co/MvhIw0ubwr https://t.co/HqxGoMu0EW;1;
Digelontorkan Rp 71,5 Triliun, Tapi Jalan Di Sumatera Cepet Rusak Ya... https://t.co/26JI95TtQa;0;
Gubernur Jawa Tengah Ganjar Pranowo mengajak kepada seluruh jajarannya untuk memperbaiki jalan rusak dan berlubang, dan meminta kepada masyarakat untuk mengawasi.\n#GanjarBuatRIMajuSejahtera https://t.co/rjbazOZb0v;1;
@ganjarpranowo Dapat wtp 12x berturut-turut bukan berarti kinerja yang lain menjadi baik loh yaa.\nKarna kemiskinan, banjir dan jalan rusak masih menjadi hal biasa di jawa tengah.\nModal lari-lari di daerah tetangga aja dapat WTP..🤭🤭;0;
Ganjar mengajak Pemprov, Pemkab dan Pemkot Jawa Tengah untuk memperbaiki jalan rusak dan berlubang, dirinya juga meminta masyarakat untuk memantau pengerjaan tersebut #GanjarBuatRIMajuSejahtera Ferdy Sambo Gibran Vini Ramadan Salma Raline Shah Susuk Becca https://t.co/6vw71DXk1o;0;
@tvOneNews Sesuatu yg berbayar itu wajib di nikmati, fungsi negara itu memberikan penggratisan bukan berbisnis dengan rakyatnya\n\nJalan nasional dibiarin rusak, supaya pengendara beralih ke tol\n\nGitu maksudnya kan\nCuan cuan cuan;0;
@jokowi Ngapunten yth bpk @jokowi berikut tamban foto dan video jalanan rusak yg sdh ber-tahun² blm diperbaiki di ruas jalan penghubung kab.dan desa² kec. abung Tengah Lampung Utara. Salah satunya antara desa sim pang Kinciran, desa Kedaton hinggga desa Subik. Terimakasih atensinya. 🙏 https://t.co/XY5Koigytm;1;
Ganjar mengajak Pemprov, Pemkab dan Pemkot Jawa Tengah untuk memperbaiki jalan rusak dan berlubang, dirinya juga meminta masyarakat untuk memantau pengerjaan tersebut #GanjarBuatRIMajuSejahtera Ferdy Sambo Gibran Vini Ramadan Salma Raline Shah Susuk Becca https://t.co/gTEF3igaS3;1;
BACITA- BOCIRAT KRIWIL JUMBO TULANG RANGU  https://t.co/DYtcZdSeFR https://t.co/y68k3oHtAE;0;
@Heraloebss Pak @jokowi\nTolong Mas @gibran_tweet \nDisampaikan ke Bpk Presiden, \nJalan rusak berat Mas 🙏;0;
#DiskusiPRFM\n\nPlh Wali Kota Bandung Ema Sumarna mengklaim kondisi jalan di Kota Bandung dalam kondisi baik.\n\nMenurut wargi setuju atau tidak jalanan di Kota Bandung dalam kondisi baik? Jika tidak, jalan di mana saja yang kondisinya kurang baik? https://t.co/oIAvkzEhYq;1;
Kegiatan mengenai perbaikan jalan rusak yang berlokasi di Jl. Sunan Kalijaga, Kecamatan Larangan dan sudah ditindaklanjuti oleh petugas DPUPR Kota Tangerang. https://t.co/kjommAR7iB;1;
Satlantas Polres Aceh Timur Survey Temukan Jalan Berlubang\n\nMusim hujan dan kondisi jalan yang dilintasi kendaraan dengan beban berat merupakan beberapa faktor penyebab terjadinya jalan rusak dan berlubang. Hal ini membuat Satlantas Polres Aceh Timur melakukan survey jalan, https://t.co/zbYP940o0g;1;
gblg shockbreaker aing rusak gara gara jalan di banung mang;0;
@tvOneNews Jalan tol dibuat tapi jalan umum banyak yang pada rusak, strategi marketing macam apa ini \nhttps://t.co/9Y1NRsFJSz;0;
@sukoharjo_kab @Hj_EtikSuryani Pak, jalan desa rusak parah bertahun tahun, bisakah bapak negur aparat desa setempat? Benar benar jalannya rusak parah pak.;0;
Rumah Warga Jadi Alamat Kantor Pemenang Tender Jalan Rusak, Pemprov Lampung: Penyedia Jasa Lalai Belum Update \n\nBaca selengkapnya di sini: https://t.co/dl5VFjtuHW https://t.co/DTpDM4KJQ3;0;
Hargai aja..\n\nYg gue kritik itu hal2 wajar..\n\nUMP yg rendah..\nPencitraan ga guna..\nJalan yg rusak..\n\nGue ga ributin hobbynya nonton sinchan.. \n\nPresiden Jokowi turun lgsg benerin jalan di Kab Kota kl Pemda nya dah nyerah..\n\nGa pernah masalahin ini jalan apa..\nDemi rakyat..;1;
@irwan_fecho SIAPAPUN YANG BIKIN JALANNYA .. FOKUS SEKARANG PERBAIKI JALAN YG RUSAK AGAR BERFUNGSI BAIK UTK MASYARAKAT. JALAN TOL BERTAMBAH TENTU BERPENGARUH PADA JALAN NON TOL YANG BEBANYA BERKURANG DAN JADI LEBIH AWET. sebenarnya geli dgn yg ributkan jalan ini. ngapain coba 😄;0;
hari ini keknya bukan hari gue\nmau berangkat kerja, hp jatuh di jalan. rusak totaaalll :((( mana motor juga udah hampir jatuh :((;0;
Bener ga nih? Coba kira2 jalan yg msh rusak mana aja?;1;
Nggak perlu dibandingkan \nSudah terlihat infrastruktur zaman pak Jokowi bertambah pesat dan gerak cepat untuk menangani keluhan masyarakat terhadap jalan rusak\n\nJadi semakin kelihatan bahwa semua yang diucapkan Anis tidak sesuai fakta\n\n#AniesPembohong https://t.co/yIAbnVweNx;1;
@pengarang_sajak GP dah antiklimaks sejak menolak TimNas Israel, 21 April kmrn hanya kejutan sesaat, macam kembang api, stlh itu sampai skrg macam masuk angin. Gw gak yakin usaha PDIP dan relawannya bakal berkembang, kemungkinan malah bantet.;0;
Kalau intro separuh nafas itu orang udah gw ewe ampe gabisa jalan kali.;1;
@msaid_didu Jadilah ulama yg ulul albab jangan ulama ahmaq dan kadzab...\nYang bicara tanpa data yang jelas, kalo jalan di Lampung dll mengapa pada zaman sekarang yg rusak...?;0;
@JhonniSinaga20 @jokowi Di mudahkan askes untuk distribusi hasil pertanian kok yaaa...... jalan desa, kecamatan, kabupaten pada Rusak saja sedihnya minta ampun....mbah....mbah.;0;
Jokowi pastikan APBN 800 M danaj perbaikan jalan rusak Lampung https://t.co/fOUzlTH0vD;1;
BABINSA BERSAMA MASYARAKAT PATIPELONG WAKATOBI KOMPAK PERBAIKI JALAN RUSAK https://t.co/5aXa5sqwNM lewat @Tribunbuton.com;1;
#DiskusiPRFM\n\nPlh Wali Kota Bandung Ema Sumarna mengklaim kondisi jalan di Kota Bandung dalam kondisi baik.\n\nMenurut wargi setuju atau tidak jalanan di Kota Bandung dalam kondisi baik? Jika tidak, jalan di mana saja yang kondisinya kurang baik? https://t.co/oIAvkzEhYq;1;
@detikcom Terus ke Barat pak\nPRESIDEN di daerah kami Riau\njalan tengah kotanya saja banyak yang rusak\nparah apalagi di pinggiran untunglah Gubernurnya pintar,bukan jalan rusak yang di perbaiki terlebih\ndahulu,tapi bagi bagi mobil listrik\nyang di dahulukan;0;
@ganjarpranowo Sy warga Jawa tengah, tdk merasakan dan melihat Jateng propinsi terbaik. \nBansos yg salah sasaran, infrastruktur didaerah khususnya jalan dan jembatan banyak rusak, sulitnya petani cari pupuk subsidi,\nCoba kalo GP bukan capres penguasa, pasti dah di down, ini kan bgian pencitraan;0;
